Ticker
VALE3
ITUB4
PETR4
PETR3
BBDC4
SBSP3
ELET3
B3SA3
ITSA4
BBAS3
BPAC11
WEGE3
EMBR3
ABEV3
EQTL3
RDOR3
RENT3
SUZB3
PRIO3
ENEV3
VBBR3
VIVT3
RADL3
TOTS3
GGBR4
UGPA3
BBDC3
BBSE3
CMIG4
CPLE6
TIMS3
RAIL3
LREN3
BRFS3
ENGI11
MOTV3
KLBN11
ASAI3
HAPV3
ELET6
ALOS3
EGIE3
SANB11
PSSA3
ISAE4
BRAV3
HYPE3
MULT3
CMIN3
CXSE3
SMFT3
NATU3
TAEE11
CPFE3
CYRE3
FLRY3
CSAN3
POMO4
GOAU4
STBP3
CSNA3
MRFG3
COGN3
DIRR3
AZZA3
IGTI11
BRAP4
IRBR3
RECV3
VIVA3
AURE3
SLCE3
YDUQ3
MRVE3
MGLU3
BEEF3
BRKM5
SMTO3
USIM5
VAMO3
PCAR3
RAIZ4
PETZ3
CVCB3
ITUB4
BBDC4
ITSA4
BBAS3
BPAC11
BBDC3
SANB11
PETR4
PETR3
PRIO3
VBBR3
UGPA3
BRAV3
CSAN3
RECV3
RAIZ4
ELET3
EQTL3
ENEV3
CMIG4
CPLE6
ENGI11
ELET6
EGIE3
ISAE4
TAEE11
CPFE3
AURE3
VALE3
CMIN3
BRAP4
SBSP3
B3SA3
RDOR3
HAPV3
FLRY3
EMBR3
POMO4
WEGE3
VAMO3
ABEV3
SUZB3
KLBN11
VIVT3
TIMS3
RENT3
COGN3
YDUQ3
BBSE3
PSSA3
CXSE3
IRBR3
RAIL3
MOTV3
STBP3
GGBR4
GOAU4
CSNA3
USIM5
RADL3
HYPE3
BRFS3
MRFG3
BEEF3
SMTO3
LREN3
AZZA3
MGLU3
PETZ3
ALOS3
MULT3
IGTI11
TOTS3
ASAI3
PCAR3
CYRE3
DIRR3
MRVE3
SMFT3
CVCB3
NATU3
VIVA3
SLCE3
BRKM5
